2; Таджикистан;Душанбе;2015-05-11 12:00:01
2; Армения;Ереван;2015-05-11 12:00:01
2; Израиль;Иерусалим;2015-05-11 12:00:01
2; Пакистан;Исламабад;2015-05-11 12:00:01
2; Афганистан;Кабул;2015-05-11 12:00:01
2; Непал;Катманду;2015-05-11 12:00:01
2; Малайзия;Куала-Лумпур;2015-05-11 12:00:01
2; Мальдивы;Мале;2015-05-11 12:00:01
2; Бахрейн;Манама;2015-05-11 12:00:01
2; Филиппины;Манила;2015-05-11 12:00:01
2; Оман;Маскат;2015-05-11 12:00:01
2; Мьянма;Нейпьидо;2015-05-11 12:00:01
2; Кипр;Никосия;2015-05-11 12:00:01
2; КНР;Пекин;2015-05-11 12:00:01
2; Камбоджа;Пномпень;2015-05-11 12:00:01
2; КНДР;Пхеньян;2015-05-11 12:00:01
2; Йемен;Сана;2015-05-11 12:00:01
2; Республика Корея;Сеул;2015-05-11 12:00:01
2; Сингапур;Сингапур;2015-05-11 12:00:01
2; Узбекистан;Ташкент;2015-05-11 12:00:01
2; Грузия;Тбилиси;2015-05-11 12:00:01
2; Иран;Тегеран;2015-05-11 12:00:01
2; Япония;Токио;2015-05-11 12:00:01
2; Бутан;Тхимпху;2015-05-11 12:00:01
2; Монголия;Улан-Батор;2015-05-11 12:00:01
2; Вьетнам;Ханой;2015-05-11 12:00:01
2; Шри-Ланка;Шри-Джаяварденепура-Котте;2015-05-11 12:00:01
2; Кувейт;Эль-Кувейт;2015-05-11 12:00:01
2; Саудовская Аравия;Эр-Рияд;2015-05-11 12:00:01
2; Государство Палестина[3];Рамалла;2015-05-11 12:00:01
2; Нигерия;Абуджа;2015-05-11 12:00:01
2; Эфиопия;Аддис-Абеба;2015-05-11 12:00:01
2; Гана;Аккра;2015-05-11 12:00:01
2; Алжир;Алжир;2015-05-11 12:00:01
2; Мадагаскар;Антананариву;2015-05-11 12:00:01
2; Эритрея;Асмэра;2015-05-11 12:00:01
2; Мали;Бамако;2015-05-11 12:00:01
2; ЦАР;Банги;2015-05-11 12:00:01
2; Гамбия;Банжул;2015-05-11 12:00:01
2; Гвинея-Бисау;Бисау;2015-05-11 12:00:01
2; Республика Конго;Браззавиль;2015-05-11 12:00:01
2; Бурунди;Бужумбура;2015-05-11 12:00:01
2; Сейшельские Острова;Виктория;2015-05-11 12:00:01
2; Намибия;Виндхук;2015-05-11 12:00:01
2; Ботсвана;Габороне;2015-05-11 12:00:01
2; Сенегал;Дакар;2015-05-11 12:00:01
2; Джибути;Джибути;2015-05-11 12:00:01
2; Южный Судан;Джуба;2015-05-11 12:00:01
2; Танзания;Додома;2015-05-11 12:00:01
2; Египет;Каир;2015-05-11 12:00:01
2; Уганда;Кампала;2015-05-11 12:00:01
2; Руанда;Кигали;2015-05-11 12:00:01
2; Демократическая Республика Конго;Киншаса;2015-05-11 12:00:01
2; Гвинея;Конакри;2015-05-11 12:00:01
2; Габон;Либревиль;2015-05-11 12:00:01
2; Малави;Лилонгве;2015-05-11 12:00:01
2; Того;Ломе;2015-05-11 12:00:01
2; Ангола;Луанда;2015-05-11 12:00:01
2; Замбия;Лусака;2015-05-11 12:00:01
2; Экваториальная Гвинея;Малабо;2015-05-11 12:00:01
2; Мозамбик;Мапуту;2015-05-11 12:00:01
2; Лесото;Масеру;2015-05-11 12:00:01
2; Свазиленд;Мбабане;2015-05-11 12:00:01
2; Сомали;Могадишо;2015-05-11 12:00:01
2; Либерия;Монровия;2015-05-11 12:00:01
2; Коморы;Морони;2015-05-11 12:00:01
2; Кения;Найроби;2015-05-11 12:00:01
2; Чад;Нджамена;2015-05-11 12:00:01
2; Нигер;Ниамей;2015-05-11 12:00:01
2; Мавритания;Нуакшот;2015-05-11 12:00:01
2; Маврикий;Порт-Луи;2015-05-11 12:00:01
2; Бенин;Порто-Ново;2015-05-11 12:00:01
2; Кабо-Верде;Прая;2015-05-11 12:00:01
2; ЮАР;Претория;2015-05-11 12:00:01
2; Марокко;Рабат;2015-05-11 12:00:01
2; Сан-Томе и Принсипи;Сан-Томе;2015-05-11 12:00:01
2; Ливия;Триполи;2015-05-11 12:00:01
2; Тунис;Тунис;2015-05-11 12:00:01
2; Буркина-Фасо;Уагадугу;2015-05-11 12:00:01
2; Сьерра-Леоне;Фритаун;2015-05-11 12:00:01
2; Зимбабве;Хараре;2015-05-11 12:00:01
2; Судан;Хартум;2015-05-11 12:00:01
2; Кот-д’Ивуар;Ямусукро;2015-05-11 12:00:01
2; Камерун;Яунде;2015-05-11 12:00:01
2; Парагвай;Асунсьон;2015-05-11 12:00:01
2; Сент-Китс и Невис;Бастер;2015-05-11 12:00:01
2; Белиз;Бельмопан;2015-05-11 12:00:01
2; Колумбия;Богота;2015-05-11 12:00:01
2; Бразилия;Бразилиа;2015-05-11 12:00:01
2; Барбадос;Бриджтаун;2015-05-11 12:00:01
2; Аргентина;Буэнос-Айрес;2015-05-11 12:00:01
2; США;Вашингтон;2015-05-11 12:00:01
2; Куба;Гавана;2015-05-11 12:00:01
2; Гватемала;Гватемала;2015-05-11 12:00:01
2; Гайана;Джорджтаун;2015-05-11 12:00:01
2; Венесуэла;Каракас;2015-05-11 12:00:01
2; Сент-Люсия;Кастри;2015-05-11 12:00:01
2; Сент-Винсент и Гренадины;Кингстаун;2015-05-11 12:00:01
2; Ямайка;Кингстон;2015-05-11 12:00:01
2; Эквадор;Кито;2015-05-11 12:00:01
2; Перу;Лима;2015-05-11 12:00:01
2; Никарагуа;Манагуа;2015-05-11 12:00:01
2; Мексика;Мехико;2015-05-11 12:00:01
2; Уругвай;Монтевидео;2015-05-11 12:00:01
2; Багамы;Нассау;2015-05-11 12:00:01
2; Канада;Оттава;2015-05-11 12:00:01
2; Панама;Панама;2015-05-11 12:00:01
2; Суринам;Парамарибо;2015-05-11 12:00:01
2; Гаити;Порт-о-Пренс;2015-05-11 12:00:01
2; Тринидад и Тобаго;Порт-оф-Спейн;2015-05-11 12:00:01
2; Доминика;Розо;2015-05-11 12:00:01
2; Сальвадор;Сан-Сальвадор;2015-05-11 12:00:01
2; Коста-Рика;Сан-Хосе;2015-05-11 12:00:01
2; Доминиканская Республика;Санто-Доминго;2015-05-11 12:00:01
2; Чили;Сантьяго;2015-05-11 12:00:01
2; Антигуа и Барбуда;Сент-Джонс;2015-05-11 12:00:01
2; Гренада;Сент-Джорджес;2015-05-11 12:00:01
2; Боливия;Сукре;2015-05-11 12:00:01
2; Гондурас;Тегусигальпа;2015-05-11 12:00:01
2; Гвиана;Кайенна;2015-05-11 12:00:01
2; Самоа;Апиа;2015-05-11 12:00:01
2; Новая Зеландия;Веллингтон;2015-05-11 12:00:01
2; Австралия;Канберра;2015-05-11 12:00:01
2; Маршалловы Острова;Маджуро;2015-05-11 12:00:01
2; Палау;Нгерулмуд;2015-05-11 12:00:01
2; Тонга;Нукуалофа;2015-05-11 12:00:01
2; Микронезия;Паликир;2015-05-11 12:00:01
2; Вануату;Порт-Вила;2015-05-11 12:00:01
2; Папуа — Новая Гвинея;Порт-Морсби;2015-05-11 12:00:01
2; Фиджи;Сува;2015-05-11 12:00:01
2; Тувалу;Фунафути;2015-05-11 12:00:01
2; Соломоновы Острова;Хониара;2015-05-11 12:00:01
2; Кирибати;Южная Тарава (Баирики);2015-05-11 12:00:01
